#,Listing ID,Listing Class,Street Number,Street Name,Municipality,Community,List Price,Sold Price,Type,Style,Bed Room,Extra Space,Wash Room,Family Room,Kitchen,Garage Type,A/C,Heat Type,Contract Date,Sold Date,List Brokerage
1,W586,Sld,32,Glenforest,Brampton,Northgate,839000,865000,Detached,Bungalow-Raised,3,0,2,N,1,Double Car,Cen,Gas,2023-01-13,2023-01-15,CENTURY 21
2,W591,Sld,1,Bayridge,Brampton,Vales of Caclemore,899000,1080000,Detached,2-Storey,4,0,3,Y,1,Double Car,Cen,Gas,2023-02-16,2023-02-23,"PSR, BROKER"
3,W584,Sld,241,Cresthaven,Brampton,Snelgrove,899900,899900,Detached,Bungalow,2,2,2,Y,1,Double Car,Cen,Gas,2022-12-13,2023-02-07,CENTURY 21
4,W591,Sld,10,Larkfield,Brampton,Madoc,995000,975000,Detached,Sidesplit,3,2,2,Y,1,Double Car,Cen,Gas,2023-02-14,2023-03-03,CENTURY 21
5,W581,Sld,144,Royal Orch,Brampton,Brampton W,998000,935000,Detached,Bungalow-Raised,3,1,3,N,1,Double Car,Cen,Gas,2022-10-28,2023-01-13,RIGHT AT HO
6,W586,Sld,132,Cherrytree,Brampton,Fletcher's Creek,999000,1020000,Detached,2-Storey,4,0,3,Y,1,Double Car,Cen,Gas,2023-01-13,2023-01-17,RE/MAX REAL
7,W587,Sld,32,Creekwood,Brampton,Snelgrove,999000,950000,Detached,2-Storey,3,1,4,Y,1,Double Car,Cen,Gas,2023-01-17,2023-01-24,RE/MAX REAL
8,W587,Sld,35,Windswept,Brampton,Northwest,999000,980000,Detached,Bungalow,2,2,3,N,1,Double Car,Cen,Gas,2023-01-20,2023-03-31,ROYAL LEPAG
9,W590,Sld,24,Grand Circ,Brampton,Brampton S,999000,970000,Detached,Bungalow-Raised,3,1,3,N,1,Double Car,Cen,Gas,2023-02-13,2023-02-21,RE/MAX HALL
10,W591,Sld,4,Bimmer,Brampton,Snelgrove,999000,1500000,Detached,2-Storey,4,1,4,Y,1,Double Car,Cen,Gas,2023-02-17,2023-02-24,RE/MAX REAL
11,W598,Sld,89,Banbridge,Brampton,Credit Valley,999000,1431000,Detached,2-Storey,4,0,4,Y,1,Double Car,Cen,Gas,2023-03-22,2023-03-30,RE/MAX REAL
12,W587,Sld,170,Harold,Brampton,Brampton S,999170,965000,Detached,Backsplit,4,0,3,Y,1,Double Car,Cen,Gas,2023-01-23,2023-02-03,ROYAL LEPAG
13,W582,Sld,251,Kingswood,Brampton,Brampton N,999900,850000,Detached,2-Storey,4,3,4,Y,1,Double Car,Cen,Gas,2022-11-14,2023-01-19,RIGHT AT HO
14,W586,Sld,462,Father Tob,Brampton,Sandringham,999900,1040000,Detached,2-Storey,3,0,3,Y,1,Double Car,Cen,Gas,2023-01-07,2023-01-08,RE/MAX GOLD
15,W594,Sld,27,Sailwind,Brampton,Sandringham,999999,1300000,Detached,2-Storey,4,2,4,Y,1,Double Car,Cen,Gas,2023-03-03,2023-03-06,SAVE MAX RI
16,W594,Sld,2,Redfern,Brampton,Northwest,1049900,1150000,Detached,2-Storey,3,1,4,Y,1,Double Car,Cen,Gas,2023-03-03,2023-03-13,CENTURY 21
17,W592,Sld,23,Meadow Gla,Brampton,Sandringham,1049911,1090000,Detached,2-Storey,4,2,4,Y,1,Double Car,Cen,Gas,2023-02-20,2023-03-07,TRIMAXX REA
18,W587,Sld,17,Teston,Brampton,Fletcher's Creek,1099900,1017000,Detached,2-Storey,3,1,3,Y,1,Double Car,Cen,Gas,2023-01-16,2023-02-03,"EXP REALTY,"
19,W592,Sld,11,Fairservic,Brampton,Sandringham,1099900,1300000,Detached,2-Storey,4,1,4,N,1,Double Car,Cen,Gas,2023-02-23,2023-02-28,RE/MAX REAL
20,W590,Sld,6,Selhurst,Brampton,Vales of Caclemore,1099999,1290000,Detached,2-Storey,4,2,4,Y,1,Double Car,Cen,Gas,2023-02-09,2023-02-13,HOMELIFE/MI
21,W579,Sld,321,Eden Brook,Brampton,Fletcher's Creek,1129000,1060000,Detached,2-Storey,3,0,3,Y,1,Double Car,Cen,Gas,2022-10-13,2023-03-02,REMAX SUPER
22,W584,Sld,8,Mainard,Brampton,Sandringham,1149800,1100000,Detached,2-Storey,4,0,3,Y,1,Double Car,Cen,Gas,2022-12-12,2023-01-03,RE/MAX REAL
23,W586,Sld,91,National,Brampton,Snelgrove,1150000,1065000,Detached,2-Storey,3,2,4,N,1,Double Car,Cen,Gas,2023-01-10,2023-01-20,AXXESS REAL
24,W593,Sld,28,Linderwood,Brampton,Fletcher's Creek,1150000,1050000,Detached,2-Storey,3,0,3,Y,1,Double Car,Cen,Gas,2023-02-24,2023-03-25,HOMELIFE SU
25,W596,Sld,23,Freesia,Brampton,Northwest,1169990,1112000,Detached,2-Storey,4,0,3,Y,1,Double Car,Cen,Gas,2023-03-13,2023-03-13,RE/MAX CENT
26,W592,Sld,75,Buttercup,Brampton,Sandringham,1189000,1280000,Detached,2-Storey,4,3,4,Y,1,Double Car,Cen,Gas,2023-02-21,2023-03-24,CIRCLE REAL
27,W594,Sld,42,Fallstar,Brampton,Fletcher's Creek,1195000,1157000,Detached,2-Storey,3,0,4,Y,1,Double Car,Cen,Gas,2023-03-01,2023-03-22,HOMELIFE/VI
28,W5846989,Sld,22,Octillo,Brampton,Sandringham,1199000,1140000,Detached,2-Storey,1,0,4,Y,1,Double Car,Cen,Gas,2022-12-07,2023-01-01,ROYAL LEPAG
29,W5875393,Sld,13,Berryfield,Brampton,Sandringham,1199000,1170000,Detached,2-Storey,4,2,4,Y,1,Double Car,Cen,Gas,2023-01-19,2023-01-27,ROYAL STAR
30,W5879865,Sld,119,Degrassi C,Brampton,Credit Valley,1199000,1300000,Detached,2-Storey,4,2,4,Y,1,Double Car,Cen,Gas,2023-01-25,2023-01-26,HOMELIFE SI
31,W5915283,Sld,48,Bartley Bu,Brampton,Brampton E,1199000,1175000,Detached,Sidesplit,3,1,3,Y,1,Double Car,Cen,Gas,2023-02-16,2023-02-22,ROYAL LEPAG
32,W5848270,Sld,44,Mainard,Brampton,Sandringham,1199900,1102000,Detached,2-Storey,3,1,4,Y,1,Double Car,Cen,Gas,2022-12-08,2023-02-01,CENTURY 21
33,W5866309,Sld,9,Sams,Brampton,Fletcher's Creek,1199999,1100000,Detached,2-Storey,4,2,4,Y,1,Double Car,Cen,Gas,2023-01-10,2023-01-17,RE/MAX REAL
34,W5918119,Sld,34,Streamline,Brampton,Madoc,1200000,1251000,Detached,2-Storey,4,2,4,Y,1,Double Car,Cen,Gas,2023-02-17,2023-02-20,CENTURY 21
35,W5945661,Sld,13,Masters Gr,Brampton,Snelgrove,1200000,1190000,Detached,2-Storey,3,2,4,N,1,Double Car,Cen,Gas,2023-03-04,2023-03-10,KELLER WILL
36,W5851697,Sld,53,Southlake,Brampton,Madoc,1229900,1220000,Detached,2-Storey,3,1,4,Y,1,Double Car,Cen,Gas,2022-12-15,2023-01-04,RE/MAX REAL
37,W5940433,Sld,10,Bouvier,Brampton,Fletcher's Creek,1249000,1260000,Detached,2-Storey,4,0,3,Y,1,Double Car,Cen,Gas,2023-03-02,2023-03-06,ROYAL LEPAG
38,W5857048,Sld,10,Bouvier,Brampton,Fletcher's Creek,1249900,1241000,Detached,2-Storey,4,0,3,Y,1,Double Car,Cen,Gas,2022-12-28,2023-01-11,ROYAL LEPAG
39,W5984049,Sld,68,Penbridge,Brampton,Fletcher's Creek,1249900,1200000,Detached,2-Storey,4,0,4,Y,1,Double Car,Cen,Gas,2023-03-23,2023-03-31,RE/MAX REAL
40,W5942425,Sld,189,Valleyway,Brampton,Brampton W,1249999,1210000,Detached,2-Storey,4,1,4,N,1,Double Car,Cen,Gas,2023-03-02,2023-03-21,SAVE MAX RE
41,W5948631,Sld,45,Finlayson,Brampton,Sandringham,1250000,1202000,Detached,2-Storey,3,1,4,Y,1,Double Car,Cen,Gas,2023-03-06,2023-03-25,ICI SOURCE
42,W5973471,Sld,14,Clarion,Brampton,Fletcher's Creek,1250000,1340000,Detached,2-Storey,4,2,5,Y,1,Double Car,Cen,Gas,2023-03-17,2023-03-27,AXIS REALTY
43,W5876136,Sld,29,Linstock,Brampton,Vales of Caclemore,1275000,1287000,Detached,2-Storey,4,2,4,Y,1,Double Car,Cen,Gas,2023-01-20,2023-01-22,HOMELIFE WO
44,W5934789,Sld,94,Sedgewick,Brampton,Fletcher's Creek,1275000,1255000,Detached,2-Storey,3,1,4,Y,1,Double Car,Cen,Gas,2023-02-28,2023-03-18,ROYAL LEPAG
45,W5872119,Sld,33,Trailridge,Brampton,Brampton W,1280000,1215000,Detached,2-Storey,4,2,4,Y,1,Double Car,Cen,Gas,2023-01-17,2023-02-15,IPRO REALTY
46,W5880436,Sld,14,Brunetta,Brampton,Brampton E,1285000,1210000,Detached,2-Storey,4,0,4,Y,1,Double Car,Cen,Gas,2023-01-24,2023-02-07,RIGHT AT HO
47,W5868985,Sld,63,Yellow Ave,Brampton,Sandringham,1299000,1275000,Detached,2-Storey,4,2,4,Y,1,Double Car,Cen,Gas,2023-01-13,2023-01-31,RIGHT AT HO
48,W5914025,Sld,7,Tumbleweed,Brampton,Fletcher's Creek,1299000,1270000,Detached,2-Storey,4,2,4,Y,1,Double Car,Cen,Gas,2023-02-15,2023-03-09,RE/MAX REAL
49,W5899835,Sld,49,Merrimac,Brampton,Brampton W,1299888,1410000,Detached,2-Storey,4,0,4,N,1,Double Car,Cen,Gas,2023-02-08,2023-02-16,SHAHID KHAW
50,W5986927,Sld,13,White,Brampton,Fletcher's Creek,1299900,1342000,Detached,2-Storey,4,2,4,Y,1,Double Car,Cen,Gas,2023-03-24,2023-03-30,RE/MAX REAL
51,W5912459,Sld,227,Valleyway,Brampton,Credit Valley,1299999,1270000,Detached,2-Storey,4,0,5,Y,1,Double Car,Cen,Gas,2023-02-15,2023-02-16,CENTURY 21
52,W5882177,Sld,32,Charger,Brampton,Fletcher's Creek,1340000,1295000,Detached,2-Storey,4,3,4,Y,1,Double Car,Cen,Gas,2023-01-27,2023-01-28,RE/MAX REAL
53,W5890175,Sld,22,Navy,Brampton,Fletcher's Creek,1349900,1280000,Detached,2-Storey,3,1,4,Y,1,Double Car,Cen,Gas,2023-02-03,2023-02-14,RE/MAX REAL
54,W5969125,Sld,29,Cookview,Brampton,Sandringham,1349900,1352000,Detached,2-Storey,4,2,4,Y,1,Double Car,Cen,Gas,2023-03-16,2023-03-28,ROYAL LEPAG
55,W5873538,Sld,16,Bowsfield,Brampton,Vales of Caclemore,1349999,1290000,Detached,2-Storey,4,2,4,Y,1,Double Car,Cen,Gas,2023-01-18,2023-02-03,RE/MAX REAL
56,W5989077,Sld,300,Sunny Mead,Brampton,Sandringham,1350000,1391000,Detached,2-Storey,4,1,4,Y,1,Double Car,Cen,Gas,2023-03-25,2023-03-27,RE/MAX CENT
57,W5955089,Sld,30,Attview,Brampton,Brampton E,1359900,1300000,Detached,2-Storey,4,0,4,Y,1,Double Car,Cen,Gas,2023-03-09,2023-03-17,RE/MAX REAL
58,W5897609,Sld,46,Executive,Brampton,Sandringham,1379900,1350000,Detached,2-Storey,4,1,4,Y,1,Double Car,Cen,Gas,2023-02-07,2023-02-10,RE/MAX GOLD
59,W5874805,Sld,24,Darren,Brampton,Vales of Caclemore,1389000,1340000,Detached,2-Storey,4,0,3,Y,1,Double Car,Cen,Gas,2023-01-19,2023-02-01,"EXP REALTY,"
60,W5872064,Sld,15,Pertosa,Brampton,Fletcher's Creek,1399000,1290000,Detached,2-Storey,4,2,5,Y,1,Double Car,Cen,Gas,2023-01-17,2023-01-24,REAL ESTATE
61,W5886004,Sld,12,Sunnyview,Brampton,Fletcher's Creek,1399000,1375000,Detached,2-Storey,4,1,4,Y,1,Double Car,Cen,Gas,2023-01-31,2023-02-08,HARTLAND RE
62,W5965017,Sld,25,Prince Edw,Brampton,Brampton E,1399000,1399000,Detached,2-Storey,4,1,4,Y,2,Double Car,Cen,Gas,2023-03-13,2023-03-30,SUTTON GROU
63,W5904057,Sld,45,Moldovan,Brampton,Sandringham,1399168,1350000,Detached,2-Storey,5,1,4,Y,1,Double Car,Cen,Gas,2023-02-10,2023-03-14,RE/MAX REAL
64,W5859046,Sld,6,Lyndbrook,Brampton,Brampton E,1399900,1325000,Detached,2-Storey,4,1,4,Y,1,Double Car,Cen,Gas,2023-01-03,2023-02-02,RE/MAX CROS
65,W5882725,Sld,54,Whitehouse,Brampton,Brampton E,1399900,1399900,Detached,2-Storey,5,2,7,Y,1,Double Car,Cen,Gas,2023-01-28,2023-02-02,RE/MAX REAL
66,W6040449,Sld,9,Cultivar,Brampton,Vales of Caclemore,1899000,1870000,Detached,2-Storey,4,1,5,Y,1,Double Car,Cen,Gas,2023-04-21,2023-04-27,RE/MAX PREM
67,W5920252,Sld,17,Annual,Brampton,Credit Valley,1899900,2036000,Detached,2-Storey,4,1,5,Y,1,Double Car,Cen,Gas,2023-04-27,2023-04-30,RE/MAX REAL
68,W6022764,Sld,2,Beacon Hil,Brampton,Credit Valley,1899900,1875000,Detached,2-Storey,4,0,4,Y,1,Double Car,Cen,Gas,2023-05-20,2023-06-13,HOMELIFE/MI
69,W6042923,Sld,1,Landview,Brampton,Toronto Go,1899990,1910000,Detached,2-Storey,5,3,6,Y,1,Double Car,Cen,Gas,2023-04-22,2023-04-25,RE/MAX REAL
70,W6212008,Sld,22,Templar,Brampton,Credit Valley,1899990,1804000,Detached,2-Storey,5,3,5,Y,1,Double Car,Cen,Gas,2023-06-26,2023-06-29,RE/MAX REAL
71,W6027804,Sld,1221,Queen,Brampton,Credit Valley,1999000,2050000,Detached,Sidesplit,4,2,3,Y,1,Double Car,Cen,Gas,2023-05-23,2023-05-26,RE/MAX GOLD
72,W6022480,Sld,28,Princess V,Brampton,Brampton E,1999900,1920000,Detached,2-Storey,4,1,6,Y,1,Double Car,Cen,Gas,2023-05-20,2023-05-29,RE/MAX GOLD
73,W6051963,Sld,5,Valleyway,Brampton,Credit Valley,2099900,2051000,Detached,2-Storey,5,3,7,Y,1,Double Car,Cen,Gas,2023-04-27,2023-05-19,HOMELIFE/MI
74,W5856355,Sld,7,Stonecrop,Brampton,Brampton W,2149900,2080000,Detached,2-Storey,4,1,6,Y,1,Double Car,Cen,Gas,2022-12-24,2023-04-30,HOMELIFE/MI
75,W5921124,Sld,522,Conservati,Brampton,Snelgrove,2500000,2300000,Detached,Bungalow-Raised,4,4,5,Y,1,Double Car,Cen,Gas,2023-04-28,2023-05-26,EXIT REALTY
76,W5964857,Sld,10,Franmar,Brampton,Credit Valley,2598000,2315000,Detached,2-Storey,5,1,5,Y,1,Double Car,Cen,Gas,2023-03-14,2023-04-23,RE/MAX PREM
77,W5999559,Sld,13,Levida,Brampton,Vales of Caclemore,1599000,1500000,Detached,2-Storey,5,2,4,Y,1,Double Car,Cen,Gas,2023-03-30,2023-05-18,KING REALTY
78,W6004088,Sld,172,Castle Oak,Brampton,Brampton E,1599000,1625000,Detached,2-Storey,4,2,4,Y,1,Double Car,Cen,Gas,2023-05-17,2023-05-21,RE/MAX REAL
79,W6174956,Sld,16,Arrowpoint,Brampton,Credit Valley,1599000,1625000,Detached,2-Storey,4,2,5,Y,1,Double Car,Cen,Gas,2023-06-19,2023-06-20,HOMELIFE/MI
80,W6058580,Sld,15,Gore Valle,Brampton,Brampton E,1599900,1511000,Detached,2-Storey,4,1,5,Y,1,Double Car,Cen,Gas,2023-05-29,2023-06-20,RE/MAX REAL
81,W6046049,Sld,6,Madrid,Brampton,Central Park,1599998,1475000,Detached,2-Storey,0,2,5,Y,1,Double Car,Cen,Gas,2023-04-25,2023-05-26,BLUE ROSE R
82,W6043305,Sld,28,Falling Ro,Brampton,Sandringham,1599999,1545000,Detached,2-Storey,4,1,4,Y,1,Double Car,Cen,Gas,2023-04-22,2023-05-02,RE/MAX REAL
83,W6169412,Sld,19,Goodview,Brampton,Sandringham,1599999,1545000,Detached,2-Storey,4,0,4,Y,1,Double Car,Cen,Gas,2023-06-17,2023-06-28,HOMELIFE SI
84,W6025963,Sld,18,Larande,Brampton,Brampton W,1649000,1520333,Detached,2-Storey,4,0,4,Y,1,Double Car,Cen,Gas,2023-04-13,2023-04-19,IPRO REALTY
85,W6053569,Sld,67,Durango,Brampton,Credit Valley,1675000,1659000,Detached,2-Storey,4,3,5,Y,1,Double Car,Cen,Gas,2023-04-28,2023-05-04,RE/MAX EXCE
86,W5976793,Sld,106,Divinity,Brampton,Northwest,1690000,1625000,Detached,2-Storey,5,2,5,Y,1,Double Car,Cen,Gas,2023-03-20,2023-04-07,SAGE REAL E
87,W5968185,Sld,23,Action,Brampton,Northwest,1699000,1650000,Detached,2-Storey,5,2,6,Y,1,Double Car,Cen,Gas,2023-03-15,2023-04-15,"EXP REALTY,"
88,W5985989,Sld,12,Yately,Brampton,Northwest,1699000,1700001,Detached,2-Storey,5,2,6,Y,1,Double Car,Cen,Gas,2023-03-23,2023-04-04,HOMELIFE SI
89,W6042849,Sld,267,Elbern Mar,Brampton,Credit Valley,1699000,1695100,Detached,2-Storey,5,2,5,Y,1,Double Car,Cen,Gas,2023-04-22,2023-04-27,HOMELIFE SU
90,W5964017,Sld,15,Blaketon,Brampton,Vales of Caclemore,1699999,1615000,Detached,2-Storey,4,2,5,Y,1,Double Car,Cen,Gas,2023-03-14,2023-04-18,RE/MAX GOLD
91,W5929597,Sld,68,Louvre,Brampton,Vales of Caclemore,1728800,1590000,Detached,Bungalow,3,0,3,Y,1,Double Car,Cen,Gas,2023-02-22,2023-04-27,RE/MAX PREM
92,W6037791,Sld,30,Lauderhill,Brampton,Vales of Caclemore,1749000,1900000,Detached,2-Storey,4,1,5,Y,1,Double Car,Cen,Gas,2023-04-19,2023-04-28,CENTURY 21
93,W6023813,Sld,95,George Rob,Brampton,Credit Valley,1749800,1701000,Detached,2-Storey,4,1,4,Y,1,Double Car,Cen,Gas,2023-04-13,2023-04-23,SUTTON GROU
94,W5971051,Sld,2,Goderich,Brampton,Northwest,1779900,1740000,Detached,2-Storey,4,3,6,Y,1,Double Car,Cen,Gas,2023-03-16,2023-04-22,HOMELIFE SU
95,W5972511,Sld,91,Leadership,Brampton,Credit Valley,1789900,1778000,Detached,2-Storey,5,2,6,Y,1,Double Car,Cen,Gas,2023-03-17,2023-05-10,RE/MAX REAL
96,W6040385,Sld,17,Chiming,Brampton,Toronto Go,1799000,1660000,Detached,2-Storey,4,0,4,Y,1,Double Car,Cen,Gas,2023-04-21,2023-04-24,HOMELIFE/MI
97,W6044321,Sld,14,Mediterran,Brampton,Brampton W,1799000,1680000,Detached,2-Storey,4,3,8,Y,2,Double Car,Cen,Gas,2023-04-24,2023-05-10,RIGHT AT HO
98,W6047252,Sld,103,Whitwell,Brampton,Vales of Caclemore,1799000,1741000,Detached,2-Storey,4,0,4,Y,1,Double Car,Cen,Gas,2023-05-25,2023-05-31,RE/MAX REAL
99,W6017520,Sld,7,Parliament,Brampton,Vales of Caclemore,1799900,1780000,Detached,2-Storey,4,2,6,Y,1,Double Car,Cen,Gas,2023-05-19,2023-06-13,RE/MAX REAL
100,W6041304,Sld,131,Pannahill,Brampton,Brampton E,1850000,1860000,Detached,2-Storey,4,3,6,Y,1,Double Car,Cen,Gas,2023-05-25,2023-06-09,CENTURY 21
101,W6033316,Sld,15,Asterwind,Brampton,Sandringham,1249000,1335000,Detached,2-Storey,4,2,4,Y,1,Double Car,Cen,Gas,2023-05-23,2023-06-08,HOMELIFE GA
102,W6093600,Sld,31,Perkins,Brampton,Northwest,1249000,1200000,Detached,2-Storey,4,0,3,Y,1,Double Car,Cen,Gas,2023-06-03,2023-06-20,SAVE MAX FI
103,W6012117,Sld,4,Teston,Brampton,Fletcher's Creek,1250000,1350500,Detached,2-Storey,4,2,4,Y,1,Double Car,Cen,Gas,2023-04-06,2023-04-13,RE/MAX REAL
104,W6018065,Sld,35,River Rock,Brampton,Fletcher's Creek,1250000,1325000,Detached,2-Storey,4,0,5,Y,1,Double Car,Cen,Gas,2023-04-10,2023-04-17,IPRO REALTY
105,W6043435,Sld,9,Woodvalley,Brampton,Fletcher's Creek,1279900,1400000,Detached,2-Storey,4,2,4,Y,1,Double Car,Cen,Gas,2023-04-23,2023-05-02,RE/MAX REAL
106,W6179948,Sld,3,Owlridge,Brampton,Credit Valley,1279900,1322000,Detached,2-Storey,4,1,4,Y,1,Double Car,Cen,Gas,2023-06-20,2023-06-28,SAVE MAX FI
107,W6052759,Sld,88,Penbridge,Brampton,Fletcher's Creek,1289000,1295000,Detached,2-Storey,3,2,4,Y,1,Double Car,Cen,Gas,2023-04-28,2023-05-01,BAY STREET
108,W5997471,Sld,14,Fireside,Brampton,Fletcher's Creek,1289900,1254000,Detached,2-Storey,4,0,3,Y,1,Double Car,Cen,Gas,2023-03-30,2023-04-09,RIGHT AT HO
109,W5989504,Sld,8,Rembrandt,Brampton,Fletcher's Creek,1299000,1332000,Detached,2-Storey,4,1,4,Y,1,Double Car,Cen,Gas,2023-05-13,2023-05-15,SAVE MAX FI
110,W5992133,Sld,129,Lionhead G,Brampton,Brampton W,1299000,1380000,Detached,2-Storey,4,0,3,N,1,Double Car,Cen,Gas,2023-03-27,2023-04-01,CENTURY 21
111,W6020989,Sld,118,Dwyer,Brampton,Gore Industrial,1299888,1275100,Detached,2-Storey,4,2,4,Y,1,Double Car,Cen,Gas,2023-04-12,2023-04-18,ROYAL LEPAG
112,W5925900,Sld,32,Norfolk,Brampton,Northwood,1299900,1370000,Detached,2-Storey,4,1,4,Y,1,Double Car,Cen,Gas,2023-05-02,2023-05-04,RE/MAX REAL
113,W6027265,Sld,7,Mountland,Brampton,Brampton E,1299900,1300000,Detached,2-Storey,3,2,4,Y,1,Double Car,Cen,Gas,2023-04-14,2023-04-16,RE/MAX GOLD
114,W6043985,Sld,6,Kistler,Brampton,Sandringham,1299900,1280000,Detached,2-Storey,3,0,3,Y,1,Double Car,Cen,Gas,2023-04-24,2023-05-23,RE/MAX REAL
115,W6055472,Sld,31,Maverick,Brampton,Sandringham,1299900,1313000,Detached,2-Storey,4,1,4,Y,1,Double Car,Cen,Gas,2023-05-27,2023-05-30,HOMELIFE SU
116,W6055664,Sld,30,Cogswell,Brampton,Vales of Caclemore,1299900,1395000,Detached,2-Storey,4,1,4,Y,1,Double Car,Cen,Gas,2023-05-27,2023-05-30,HOMELIFE SU
117,W6083680,Sld,44,Robitaille,Brampton,Sandringham,1299900,1235000,Detached,2-Storey,4,1,3,N,1,Double Car,Cen,Gas,2023-05-31,2023-06-22,RIGHT AT HO
118,W6125252,Sld,17,Sparta,Brampton,Vales of Caclemore,1299900,1421500,Detached,2-Storey,4,1,4,Y,1,Double Car,Cen,Gas,2023-06-09,2023-06-13,CENTURY 21
119,W5935328,Sld,27,Sunnyview,Brampton,Fletcher's Creek,1299999,1260000,Detached,2-Storey,4,2,4,Y,1,Double Car,Cen,Gas,2023-05-03,2023-05-29,CENTURY 21
120,W6015189,Sld,18,Cape Dorse,Brampton,Sandringham,1299999,1305000,Detached,2-Storey,4,2,4,N,1,Double Car,Cen,Gas,2023-04-08,2023-04-10,HOMELIFE SI
121,W5992125,Sld,45,Eiffel,Brampton,Vales of Caclemore,1309000,1455000,Detached,Bungalow,3,0,3,Y,1,Double Car,Cen,Gas,2023-03-27,2023-04-02,ROYAL LEPAG
122,W6003380,Sld,10,Lehar,Brampton,Westgate,1324900,1240000,Detached,2-Storey,4,1,4,Y,1,Double Car,Cen,Gas,2023-05-16,2023-05-29,RE/MAX NOBL
123,W6049913,Sld,5,Goldie,Brampton,Northwest,1339000,1300000,Detached,2-Storey,3,1,4,N,1,Double Car,Cen,Gas,2023-04-27,2023-05-11,ROYAL LEPAG
124,W6092772,Sld,80,Amaranth,Brampton,Northwest,1349000,1320000,Detached,2-Storey,4,0,3,Y,1,Double Car,Cen,Gas,2023-06-02,2023-06-11,IPRO REALTY
125,W6044984,Sld,64,Travis,Brampton,Fletcher's Creek,1349907,1350000,Detached,2-Storey,4,0,5,Y,1,Double Car,Cen,Gas,2023-05-25,2023-05-31,ROYAL LEPAG
126,W5984044,Sld,55,Earl Grey,Brampton,Fletcher's Creek,1359000,1301000,Detached,2-Storey,4,2,4,Y,1,Double Car,Cen,Gas,2023-05-12,2023-05-24,IPRO REALTY
127,W6198116,Sld,82,Abitibi La,Brampton,Sandringham,1359999,1380000,Detached,2-Storey,4,0,4,Y,1,Double Car,Cen,Gas,2023-06-22,2023-06-24,RE/MAX PARA
128,W5958361,Sld,16,Braddock,Brampton,Fletcher's Creek,1379000,1290000,Detached,2-Storey,4,1,3,Y,1,Double Car,Cen,Gas,2023-03-10,2023-04-12,RE/MAX WEST
129,W5927036,Sld,34,Trudelle,Brampton,Fletcher's Creek,1399000,1475991,Detached,2-Storey,4,2,4,Y,1,Double Car,Cen,Gas,2023-05-02,2023-05-08,CENTURY 21
130,W5931408,Sld,6,Cannon,Brampton,Fletcher's Creek,1399000,1300000,Detached,2-Storey,4,2,4,Y,2,Double Car,Cen,Gas,2023-05-02,2023-05-18,TOWNVILLE R
131,W5952800,Sld,15,Thornbush,Brampton,Fletcher's Creek,1399000,1455000,Detached,2-Storey,4,2,5,Y,1,Double Car,Cen,Gas,2023-05-06,2023-05-15,ROYAL LEPAG
132,W5972151,Sld,67,Laurelcres,Brampton,Westgate,1399000,1347501,Detached,2-Storey,4,2,4,Y,1,Double Car,Cen,Gas,2023-03-17,2023-04-27,RE/MAX REAL
133,W5993135,Sld,13,Regis,Brampton,Vales of Caclemore,1399000,1330000,Detached,2-Storey,4,0,3,Y,1,Double Car,Cen,Gas,2023-03-28,2023-04-02,RE/MAX REAL
134,W6011903,Sld,41,Beachpoint,Brampton,Fletcher's Creek,1399000,1422000,Detached,2-Storey,4,3,5,Y,1,Double Car,Cen,Gas,2023-04-06,2023-04-21,RE/MAX REAL
135,W6026139,Sld,29,Yelands,Brampton,Northwest,1399000,1541000,Detached,2-Storey,4,0,4,Y,1,Double Car,Cen,Gas,2023-04-13,2023-04-17,RE/MAX APEX
136,W5973424,Sld,32,Kanashiro,Brampton,Brampton E,1399900,1500000,Detached,2-Storey,4,2,4,Y,1,Double Car,Cen,Gas,2023-05-10,2023-05-15,HOMELIFE SI
137,W6041845,Sld,3,Boundary C,Brampton,Brampton W,1399900,1543500,Detached,2-Storey,4,0,4,Y,1,Double Car,Cen,Gas,2023-04-21,2023-04-24,HOMELIFE SU
138,W6095668,Sld,4,Penn,Brampton,Fletcher's Creek,1399900,1350000,Detached,2-Storey,4,1,4,Y,1,Double Car,Cen,Gas,2023-06-04,2023-06-13,HOMELIFE SI
139,W6011713,Sld,36,Goswell,Brampton,Brampton E,1399990,1435000,Detached,2-Storey,4,0,3,Y,1,Double Car,Cen,Gas,2023-04-06,2023-04-07,RE/MAX REAL
140,W6014543,Sld,43,Kirk,Brampton,Northwood,1399999,1355000,Detached,2-Storey,5,2,4,Y,1,Double Car,Cen,Gas,2023-04-07,2023-04-17,ROYAL LEPAG
141,W6129376,Sld,5,Appleaire,Brampton,Sandringham,1399999,1325000,Detached,3-Storey,4,1,4,Y,1,Double Car,Cen,Gas,2023-06-09,2023-06-26,RE/MAX GOLD
142,W6192072,Sld,44,Fossil,Brampton,Brampton E,1399999,1505000,Detached,2-Storey,4,0,4,Y,1,Double Car,Cen,Gas,2023-06-22,2023-06-24,EXP REALTY
143,W6026023,Sld,36,Cipriano,Brampton,Fletcher's Creek,1400000,1510000,Detached,2-Storey,4,0,3,Y,1,Double Car,Cen,Gas,2023-04-13,2023-04-20,ROYAL LEPAG
