#,Listing ID,Listing Class,Street Number,Street Name,Municipality,Community,List Price,Sold Price,Type,Style,Bed Room,Extra Space,Wash Room,Family Room,Kitchen,Garage Type,A/C,Heat Type,Contract Date,Sold Date,List Brokerage
1111,W6055664,Sld,30,Cogswell,Brampton,Vales of Caclemore,1299900,1395000,Detached,2-Storey,4,1,4,Y,1,Single Car,Cen,Gas,2023-05-27,2023-05-30,HOMELIFE SU
1112,W6083680,Sld,44,Robitaille,Brampton,Sandringham,1299900,1235000,Detached,2-Storey,4,1,3,N,1,Single Car,Cen,Gas,2023-05-31,2023-06-22,RIGHT AT HO
1113,W6125252,Sld,17,Sparta,Brampton,Vales of Caclemore,1299900,1421500,Detached,2-Storey,4,1,4,Y,1,Single Car,Cen,Gas,2023-06-09,2023-06-13,CENTURY 21
1114,W5991211,Sld,108,Benhurst,Brampton,Northwest,1299990,1275000,Detached,2-Storey,4,2,5,Y,1,Single Car,Cen,Gas,2023-03-27,2023-04-03,SAVE MAX RE
1115,W5935328,Sld,27,Sunnyview,Brampton,Fletcher's Creek,1299999,1260000,Detached,2-Storey,4,2,4,Y,1,Single Car,Cen,Gas,2023-05-03,2023-05-29,CENTURY 21
1116,W6015189,Sld,18,Cape Dorse,Brampton,Sandringham,1299999,1305000,Detached,2-Storey,4,2,4,N,1,Single Car,Cen,Gas,2023-04-08,2023-04-10,HOMELIFE SI
1117,W5992125,Sld,45,Eiffel,Brampton,Vales of Caclemore,1309000,1455000,Detached,Bungalow,3,0,3,Y,1,Single Car,Cen,Gas,2023-03-27,2023-04-02,ROYAL LEPAG
1118,W6003380,Sld,10,Lehar,Brampton,Westgate,1324900,1240000,Detached,2-Storey,4,1,4,Y,1,Single Car,Cen,Gas,2023-05-16,2023-05-29,RE/MAX NOBL
1119,W6049913,Sld,5,Goldie,Brampton,Northwest,1339000,1300000,Detached,2-Storey,3,1,4,N,1,Single Car,Cen,Gas,2023-04-27,2023-05-11,ROYAL LEPAG
1120,W6043720,Sld,12,Richmond,Brampton,Brampton E,1348000,1272518,Detached,2-Storey,5,0,3,N,1,Single Car,Cen,Gas,2023-05-25,2023-06-05,RE/MAX REAL
1121,W6092772,Sld,80,Amaranth,Brampton,Northwest,1349000,1320000,Detached,2-Storey,4,0,3,Y,1,Single Car,Cen,Gas,2023-06-02,2023-06-11,IPRO REALTY
1122,W6044984,Sld,64,Travis,Brampton,Fletcher's Creek,1349907,1350000,Detached,2-Storey,4,0,5,Y,1,Single Car,Cen,Gas,2023-05-25,2023-05-31,ROYAL LEPAG
1123,W5984044,Sld,55,Earl Grey,Brampton,Fletcher's Creek,1359000,1301000,Detached,2-Storey,4,2,4,Y,1,Single Car,Cen,Gas,2023-05-12,2023-05-24,IPRO REALTY
1124,W6198116,Sld,82,Abitibi La,Brampton,Sandringham,1359999,1380000,Detached,2-Storey,4,0,4,Y,1,Single Car,Cen,Gas,2023-06-22,2023-06-24,RE/MAX PARA
1125,W5958361,Sld,16,Braddock,Brampton,Fletcher's Creek,1379000,1290000,Detached,2-Storey,4,1,3,Y,1,Single Car,Cen,Gas,2023-03-10,2023-04-12,RE/MAX WEST
1126,W5927036,Sld,34,Trudelle,Brampton,Fletcher's Creek,1399000,1475991,Detached,2-Storey,4,2,4,Y,1,Single Car,Cen,Gas,2023-05-02,2023-05-08,CENTURY 21
1127,W5931408,Sld,6,Cannon,Brampton,Fletcher's Creek,1399000,1300000,Detached,2-Storey,4,2,4,Y,2,Single Car,Cen,Gas,2023-05-02,2023-05-18,TOWNVILLE
1128,W5952800,Sld,15,Thornbush,Brampton,Fletcher's Creek,1399000,1455000,Detached,2-Storey,4,2,5,Y,1,Single Car,Cen,Gas,2023-05-06,2023-05-15,ROYAL LEPAG
1129,W5972151,Sld,67,Laurelcres,Brampton,Westgate,1399000,1347501,Detached,2-Storey,4,2,4,Y,1,Single Car,Cen,Gas,2023-03-17,2023-04-27,RE/MAX REAL
1130,W5993135,Sld,13,Regis,Brampton,Vales of Caclemore,1399000,1330000,Detached,2-Storey,4,0,3,Y,1,Single Car,Cen,Gas,2023-03-28,2023-04-02,RE/MAX REAL
1131,W6011903,Sld,41,Beachpoint,Brampton,Fletcher's Creek,1399000,1422000,Detached,2-Storey,4,3,5,Y,1,Single Car,Cen,Gas,2023-04-06,2023-04-21,RE/MAX REAL
1132,W6026139,Sld,29,Yelands,Brampton,Northwest,1399000,1541000,Detached,2-Storey,4,0,4,Y,1,Single Car,Cen,Gas,2023-04-13,2023-04-17,RE/MAX APEX
1133,W5973424,Sld,32,Kanashiro,Brampton,Brampton E,1399900,1500000,Detached,2-Storey,4,2,4,Y,1,Single Car,Cen,Gas,2023-05-10,2023-05-15,HOMELIFE SI
1134,W6003261,Sld,9,Mission Ri,Brampton,Brampton E,1399900,1350000,Detached,2-Storey,4,2,4,Y,1,Single Car,Cen,Gas,2023-04-02,2023-04-10,RE/MAX GOLD
1135,W6022592,Sld,59,Cherrytree,Brampton,Fletcher's Creek,1399900,1356000,Detached,2-Storey,4,1,4,Y,1,Single Car,Cen,Gas,2023-05-20,2023-05-26,REAL
1136,W5488537,Sld,8,Rowland,Brampton,Fletcher's Creek,1049000,1391000,Detached,2-Storey,3,2,4,N,1,Single Car,Cen,Gas,2022-02-02,2022-02-07,HOMELIFE/MI
1137,W5523528,Sld,57,Ascot,Brampton,Avondale,1049000,1215000,Detached,Bungalow,3,1,2,N,1,Single Car,Cen,Gas,2022-03-04,2022-03-04,HOMELIFE/MI
1138,W5545507,Sld,26,Forestgrov,Brampton,Heart Lake,1049900,1070000,Detached,2-Storey,3,0,3,Y,1,Single Car,Cen,Gas,2022-03-22,2022-03-29,ROYAL LEPAG
1139,W5469813,Sld,315,Mill,Brampton,Brampton S,1050000,1360000,Detached,Backsplit,4,0,2,Y,1,Single Car,Cen,Gas,2022-01-11,2022-01-15,CENTURY 21
1140,W5471963,Sld,11,Bonsai,Brampton,Northwest,1085000,1540000,Detached,2-Storey,4,0,4,N,1,Single Car,Cen,Gas,2022-01-13,2022-01-17,ROYAL LEPAG
1141,W5458367,Sld,19,Brookview,Brampton,Brampton W,1089000,1290000,Detached,2-Storey,3,1,3,N,1,Single Car,Cen,Gas,2021-12-18,2022-01-02,HOMELIFE/MI
1142,W5523768,Sld,104,Buick,Brampton,Fletcher's Creek,1098000,1310000,Detached,2-Storey,3,0,3,N,1,Single Car,Cen,Gas,2022-03-04,2022-03-13,RE/MAX REAL
1143,W5466456,Sld,42,Beechwood,Brampton,Avondale,1099000,1275000,Detached,Bungalow,3,0,2,N,1,Single Car,Cen,Gas,2022-01-07,2022-01-10,SAVE MAX SU
1144,W5468424,Sld,89,Woodhaven,Brampton,Fletcher's Creek,1099000,1260000,Detached,2-Storey,4,1,4,N,1,Single Car,Cen,Gas,2022-01-10,2022-01-10,CENTURY 21
1145,W5472722,Sld,104,Hood,Brampton,Fletcher's Creek,1099000,1353000,Detached,Bungalow-Raised,3,2,3,Y,1,Single Car,Cen,Gas,2022-01-14,2022-01-17,RE/MAX REAL
1146,W5477132,Sld,40,Borden Hil,Brampton,Central Park,1099000,1225000,Detached,2-Storey,4,1,4,N,1,Single Car,Cen,Gas,2022-01-20,2022-01-29,HOMELIFE SI
1147,W5489567,Sld,21,Pacific Wi,Brampton,Sandringham,1099000,1486000,Detached,2-Storey,3,1,4,N,1,Single Car,Cen,Gas,2022-02-03,2022-02-11,KELLER WILL
1148,W5496028,Sld,183,Queen Mary,Brampton,Fletcher's Creek,1099000,1155000,Detached,2-Storey,3,0,3,N,1,Single Car,Cen,Gas,2022-02-09,2022-02-16,TRI-CITY PR
1149,W5511218,Sld,52,Maplehurst,Brampton,Heart Lake,1099000,1290000,Detached,Backsplit,3,1,2,Y,1,Single Car,Cen,Gas,2022-02-23,2022-03-03,CENTURY 21
1150,W5534608,Sld,59,Abell,Brampton,Madoc,1099000,1350000,Detached,Bungalow-Raised,3,2,3,N,1,Single Car,Cen,Gas,2022-03-13,2022-03-16,IPRO REALTY
1151,W5543247,Sld,65,Trailside,Brampton,Bramalea N,1099000,1382200,Detached,Backsplit,3,1,4,Y,1,Single Car,Cen,Gas,2022-03-21,2022-03-23,RE/MAX MILL
1152,W5502845,Sld,103,Pefferlaw,Brampton,Brampton W,1099261,1365000,Detached,2-Storey,4,1,4,Y,1,Single Car,Cen,Gas,2022-02-16,2022-02-17,IPRO REALTY
1153,W5467294,Sld,76,Willow Par,Brampton,Sandringham,1099900,1475000,Detached,2-Storey,4,2,4,Y,2,Single Car,Cen,Gas,2022-01-07,2022-01-07,DONE DEAL R
1154,W5503446,Sld,71,Upper High,Brampton,Heart Lake,1099900,1652710,Detached,2-Storey,4,0,3,Y,1,Single Car,Cen,Gas,2022-02-16,2022-02-23,YOUR HOME
1155,W5528714,Sld,4,Letty,Brampton,Fletcher's Creek,1099900,1145000,Detached,2-Storey,3,1,3,Y,1,Single Car,Cen,Gas,2022-03-09,2022-03-13,RE/MAX REAL
1156,W5476415,Sld,19,Heathwood,Brampton,Fletcher's Creek,1099999,1295000,Detached,2-Storey,3,1,4,Y,1,Single Car,Cen,Gas,2022-01-19,2022-01-24,RE/MAX GOLD
1157,W5483611,Sld,6,Ashwood,Brampton,Avondale,1099999,1450000,Detached,Bungalow,3,2,3,N,1,Single Car,Cen,Gas,2022-01-28,2022-02-07,HOMELIFE/MI
1158,W5490655,Sld,94,Addington,Brampton,Avondale,1099999,1460000,Detached,2-Storey,4,2,4,Y,1,Single Car,Cen,Gas,2022-02-04,2022-02-10,HOMELIFE/MI
1159,W5506383,Sld,30,Dunbarton,Brampton,Southgate,1099999,1410000,Detached,Bungalow,3,3,3,N,1,Single Car,Cen,Gas,2022-02-18,2022-02-18,HOMELIFE/MI
1160,W5512415,Sld,15,Blue Lake,Brampton,Fletcher's Creek,1099999,1201000,Detached,2-Storey,3,0,3,N,1,Single Car,Cen,Gas,2022-02-24,2022-02-28,ROYAL LEPAG
1161,W5530913,Sld,48,Callandar,Brampton,Northwest,1099999,1460000,Detached,2-Storey,4,1,5,Y,1,Single Car,Cen,Gas,2022-03-10,2022-03-15,HOMELIFE/MI
1162,W5494413,Sld,11,Brambirch,Brampton,Northwest,1100000,1151000,Detached,2-Storey,3,1,3,N,1,Single Car,Cen,Gas,2022-02-08,2022-02-13,IPRO REALTY
1163,W5491042,Sld,20,National,Brampton,Snelgrove,1135000,1635000,Detached,2-Storey,3,1,3,Y,1,Single Car,Cen,Gas,2022-02-04,2022-02-10,"EXP REALTY,"
1164,W5492745,Sld,52,Earl Grey,Brampton,Fletcher's Creek,1149000,1370000,Detached,2-Storey,3,1,4,N,1,Single Car,Cen,Gas,2022-02-07,2022-02-10,RE/MAX MILL
1165,W5493454,Sld,44,Maplehurst,Brampton,Heart Lake,1149000,1295000,Detached,Backsplit,4,1,3,Y,1,Single Car,Cen,Gas,2022-02-07,2022-03-28,HOMELIFE SI
1166,W5474464,Sld,168,Dumfries,Brampton,Heart Lake,1149900,1345000,Detached,2-Storey,3,1,4,Y,1,Single Car,Cen,Gas,2022-01-18,2022-01-26,HOMELIFE SI
1167,W5482466,Sld,29,Dunlop,Brampton,Fletcher's Creek,1149900,1372000,Detached,2-Storey,3,1,4,N,1,Single Car,Cen,Gas,2022-01-27,2022-02-10,RE/MAX GOLD
1168,W5505063,Sld,28,Humberside,Brampton,Snelgrove,1149900,1225000,Detached,Bungalow-Raised,2,2,3,Y,1,Single Car,Cen,Gas,2022-02-17,2022-02-22,ROYAL LEPAG
1169,W5510632,Sld,38,Deloraine,Brampton,Southgate,1149999,1410000,Detached,Bungalow,3,1,2,N,1,Single Car,Cen,Gas,2022-02-23,2022-02-27,HOMELIFE/MI
1170,W5545276,Sld,83,White Tail,Brampton,Fletcher's Creek,1149999,1471005,Detached,2 1/2 Storey,4,1,5,Y,1,Single Car,Cen,Gas,2022-03-22,2022-03-29,RE/MAX REAL
1171,W5524620,Sld,97,Hood,Brampton,Fletcher's Creek,1175555,1500000,Detached,Bungalow-Raised,3,1,3,Y,1,Single Car,Cen,Gas,2022-03-04,2022-03-08,ROYAL LEPAG
1172,W5462302,Sld,76,Portstewar,Brampton,Credit Valley,1198900,1660000,Detached,2-Storey,4,1,4,Y,1,Single Car,Cen,Gas,2021-12-29,2022-01-05,RE/MAX
1173,W5473074,Sld,51,Summerdale,Brampton,Fletcher's Creek,1199000,1411561,Detached,2-Storey,3,1,4,Y,1,Single Car,Cen,Gas,2022-01-14,2022-01-18,RE/MAX G
1174,W5476807,Sld,24,Four Seaso,Brampton,Fletcher's Creek,1199000,1500000,Detached,2-Storey,4,1,4,Y,1,Single Car,Cen,Gas,2022-01-20,2022-01-22,HOMELIFE/MI
1175,W5478357,Sld,35,Bannister,Brampton,Northwest,1199000,1285000,Detached,2-Storey,3,0,3,N,1,Single Car,Cen,Gas,2022-01-21,2022-01-21,HOMELIFE/MI
1176,W5479523,Sld,12,Deerpark,Brampton,Brampton W,1199000,1348000,Detached,Backsplit,4,0,3,Y,1,Single Car,Cen,Gas,2022-01-24,2022-02-14,INTERCITY R
1177,W5482172,Sld,110,Stedford,Brampton,Northwest,1199000,1380000,Detached,2-Storey,3,0,3,Y,1,Single Car,Cen,Gas,2022-01-26,2022-01-29,CENTURY 21
1178,W5484552,Sld,20,Woodsmere,Brampton,Sandringham,1199000,1675000,Detached,2-Storey,3,2,4,Y,1,Single Car,Cen,Gas,2022-01-29,2022-02-01,RE/MAX REAL
1179,W5504165,Sld,21,Bonnie Bra,Brampton,Credit Valley,1199000,1555000,Detached,Bungalow,3,0,2,Y,1,Single Car,Cen,Gas,2022-02-16,2022-02-22,ROYAL LEPAG
1180,W5507476,Sld,75,Watson,Brampton,Brampton E,1199000,1450000,Detached,Sidesplit,4,1,5,N,1,Single Car,Cen,Gas,2022-02-19,2022-02-27,RE/MAX REAL
1181,W5509281,Sld,6,Summerdale,Brampton,Fletcher's Creek,1199000,1490000,Detached,2-Storey,3,1,4,Y,1,Single Car,Cen,Gas,2022-02-22,2022-02-27,RE/MAX REAL
1182,W5515685,Sld,8,Poncelet,Brampton,Northwest,1199000,1386000,Detached,2-Storey,4,2,4,Y,1,Single Car,Cen,Gas,2022-02-26,2022-03-08,SAM MCDADI
1183,W5525935,Sld,427,Van Kirk,Brampton,Northwest,1199000,1567000,Detached,2-Storey,4,0,4,Y,1,Single Car,Cen,Gas,2022-03-07,2022-03-08,RE/MAX HALL
1184,W5540557,Sld,7,Ventura,Brampton,Fletcher's Creek,1199888,1665000,Detached,2-Storey,4,0,3,Y,1,Single Car,Cen,Gas,2022-03-17,2022-03-25,SUTTON GROU
1185,W5465364,Sld,87,National,Brampton,Snelgrove,1199900,1360000,Detached,Bungalow,3,2,4,N,1,Single Car,Cen,Gas,2022-01-05,2022-01-08,RE/MAX REAL
1186,W5471175,Sld,4,Woodsmere,Brampton,Sandringham,1199900,1451000,Detached,2-Storey,4,0,3,Y,1,Single Car,Cen,Gas,2022-01-13,2022-01-13,RE/MAX REAL
1187,W5482403,Sld,10,Chudleigh,Brampton,Credit Valley,1199900,1460000,Detached,2-Storey,3,1,3,Y,1,Single Car,Cen,Gas,2022-01-27,2022-02-03,RE/MAX REAL
1188,W5486817,Sld,6,Dunbarton,Brampton,Southgate,1199900,1550000,Detached,Bungalow,3,3,4,Y,1,Single Car,Cen,Gas,2022-02-01,2022-02-07,HOMELIFE SU
1189,W5492687,Sld,35,Fishing,Brampton,Madoc,1199900,1430000,Detached,2-Storey,3,1,4,Y,1,Single Car,Cen,Gas,2022-02-07,2022-02-12,RE/MAX REAL
1190,W5521346,Sld,54,Bramoak,Brampton,Northwest,1199900,1460100,Detached,2-Storey,3,0,4,Y,1,Single Car,Cen,Gas,2022-03-03,2022-03-08,REAL ESTATE
1191,W5527019,Sld,408,Van Kirk,Brampton,Northwest,1199900,1451000,Detached,2-Storey,4,1,4,Y,1,Single Car,Cen,Gas,2022-03-07,2022-03-13,HOMELIFE MA
1192,W5534555,Sld,17,Deforest,Brampton,Fletcher's Creek,1199900,1385000,Detached,2-Storey,4,2,4,N,1,Single Car,Cen,Gas,2022-03-10,2022-03-31,CENTURY 21
1193,W5549357,Sld,19,Ponymeadow,Brampton,Credit Valley,1199900,1405000,Detached,2-Storey,3,0,3,Y,1,Single Car,Cen,Gas,2022-03-24,2022-03-30,RE/MAX REAL
1194,W5550247,Sld,110,Sedgewick,Brampton,Fletcher's Creek,1199900,1315000,Detached,Bungalow,2,1,2,Y,1,Single Car,Cen,Gas,2022-03-25,2022-03-30,RE/MAX REAL
1195,W5470053,Sld,11,Woodvalley,Brampton,Fletcher's Creek,1199990,1485000,Detached,Bungaloft,2,2,3,Y,1,Single Car,Cen,Gas,2022-01-12,2022-01-14,RIGHT AT HO
1196,W5464718,Sld,25,Tobermory,Brampton,Madoc,1199999,1400000,Detached,2-Storey,3,1,4,Y,1,Single Car,Cen,Gas,2022-01-05,2022-01-08,ROYAL LEPAG
1197,W5484426,Sld,5,Gibbs,Brampton,Northwest,1199999,1415000,Detached,2-Storey,3,2,4,N,1,Single Car,Cen,Gas,2022-01-28,2022-02-02,KING REALTY
1198,W5484551,Sld,7,Valonia,Brampton,Brampton N,1199999,1400000,Detached,2-Storey,3,1,4,Y,2,Single Car,Cen,Gas,2022-01-29,2022-02-05,HOMELIFE SU
1199,W5502141,Sld,4,Fallen Oak,Brampton,Fletcher's Creek,1199999,1380000,Detached,2-Storey,3,1,4,Y,2,Single Car,Cen,Gas,2022-02-15,2022-02-21,HOMELIFE/MI
1200,W5532539,Sld,24,Devonshire,Brampton,Southgate,1199999,1260000,Detached,Bungalow,3,1,2,N,1,Single Car,Cen,Gas,2022-03-11,2022-03-23,HOMELIFE/MI
1201,W5534557,Sld,85,Lanewood,Brampton,Sandringham,1200000,1500000,Detached,2-Storey,4,0,3,Y,1,Single Car,Cen,Gas,2022-03-13,2022-03-20,RE/MAX REAL
1202,W5470566,Sld,363,Robert Par,Brampton,Northwest,1249000,1575000,Detached,2-Storey,4,0,4,N,1,Single Car,Cen,Gas,2022-01-12,2022-01-18,ESTATE #1
1203,W5471666,Sld,210,Fandango,Brampton,Credit Valley,1249000,1500000,Detached,2-Storey,3,1,4,Y,1,Single Car,Cen,Gas,2022-01-13,2022-01-17,RE/MAX REAL
1204,W5515828,Sld,18,Shenstone,Brampton,Heart Lake,1249000,1370000,Detached,2-Storey,3,2,4,Y,1,Single Car,Cen,Gas,2022-02-27,2022-02-28,ROYAL LEPAG
1205,W5523006,Sld,19,Masters Gr,Brampton,Northwest,1249000,1360000,Detached,2-Storey,3,2,4,N,1,Single Car,Cen,Gas,2022-03-03,2022-03-07,RE/MAX COMM
1206,W5480170,Sld,12,Tawnberry,Brampton,Fletcher's Creek,1249888,1680000,Detached,2-Storey,4,1,4,Y,1,Single Car,Cen,Gas,2022-01-25,2022-01-31,ROYAL LEPAG
1207,W5475398,Sld,25,Leadenhall,Brampton,Northwest,1249900,1553000,Detached,2-Storey,4,0,3,Y,1,Single Car,Cen,Gas,2022-01-19,2022-01-24,RE/MAX REAL
1208,W5476921,Sld,25,Triple Cro,Brampton,Gore Industrial,1249900,1505000,Detached,2-Storey,4,1,4,Y,1,Single Car,Cen,Gas,2022-01-20,2022-01-21,CENTURY 21
1209,W5468815,Sld,71,Pennsylvan,Brampton,Fletcher's Creek,1250000,1350000,Detached,2-Storey,4,3,4,Y,1,Single Car,Cen,Gas,2022-01-07,2022-01-10,STREET MAST
1210,W5519361,Sld,57,Mikado,Brampton,Central Park,1250000,1350000,Detached,2-Storey,4,1,4,Y,1,Single Car,Cen,Gas,2022-03-02,2022-03-08,ROYAL LEPAG
1211,W5541599,Sld,126,Royal Orch,Brampton,Brampton W,1250000,1175000,Detached,Bungalow-Raised,2,2,2,Y,1,Single Car,Cen,Gas,2022-03-18,2022-03-28,ROYAL LEPAG
1212,W5476762,Sld,27,Mackay,Brampton,Central Park,1300000,1400000,Detached,2-Storey,4,3,5,Y,1,Single Car,Cen,Gas,2022-01-19,2022-01-19,RE/MAX REAL
1213,W5503438,Sld,14,Neptune,Brampton,Westgate,1300000,1450000,Detached,2-Storey,4,1,4,Y,1,Single Car,Cen,Gas,2022-02-16,2022-02-17,KELLER WILL
1214,W5544650,Sld,58,Blackthorn,Brampton,Brampton N,1318520,1302518,Detached,Backsplit,3,1,2,Y,1,Single Car,Cen,Gas,2022-03-22,2022-03-23,RE/MAX REAL
1215,W5523549,Sld,38,Panorama,Brampton,Northgate,1320221,1305000,Detached,Bungalow-Raised,3,2,2,N,1,Single Car,Cen,Gas,2022-03-04,2022-03-26,"EXP REALTY,"
1216,W5504185,Sld,78,Larkspur,Brampton,Sandringham,1339000,1550000,Detached,2-Storey,4,2,4,Y,1,Single Car,Cen,Gas,2022-02-16,2022-02-17,HOMELIFE/MI
1217,W5515364,Sld,66,Enford,Brampton,Northwest,1349000,1449000,Detached,2-Storey,3,1,4,Y,1,Single Car,Cen,Gas,2022-02-26,2022-02-28,RE/MAX GOLD
1218,W5531190,Sld,158,Miracle,Brampton,Northwest,1349000,1465000,Detached,2-Storey,3,1,4,Y,1,Single Car,Cen,Gas,2022-03-10,2022-03-13,HOMELIFE/MI
1219,W5534216,Sld,25,Seclusion,Brampton,Sandringham,1349000,1555000,Detached,2-Storey,4,0,3,Y,1,Single Car,Cen,Gas,2022-03-12,2022-03-22,ROYAL LEPAG
1220,W5465636,Sld,50,Hogan Mano,Brampton,Northwest,1349900,1450000,Detached,2-Storey,4,0,3,Y,1,Single Car,Cen,Gas,2022-01-06,2022-01-06,ROYAL STAR
1221,W5499054,Sld,31,Dunlop,Brampton,Fletcher's Creek,1349900,1530000,Detached,2-Storey,3,1,4,Y,1,Single Car,Cen,Gas,2022-02-11,2022-02-13,ROYAL LEPAG
1222,W5548284,Sld,27,Poplar Pla,Brampton,Fletcher's Creek,1349900,1500000,Detached,2-Storey,4,0,4,Y,1,Single Car,Cen,Gas,2022-03-23,2022-03-27,"EXP REALTY,"
1223,W5550983,Sld,28,Notman,Brampton,Fletcher's Creek,1349900,1325000,Detached,2-Storey,3,0,4,Y,1,Single Car,Cen,Gas,2022-03-25,2022-03-30,KELLER WILL
1224,W5502570,Sld,11,Sandyside,Brampton,Fletcher's Creek,1350000,1445000,Detached,2-Storey,3,1,5,N,1,Single Car,Cen,Gas,2022-02-15,2022-02-23,HOMELIFE
1225,W5531253,Sld,48,Willow Par,Brampton,Sandringham,1379900,1536224,Detached,2-Storey,4,2,4,Y,1,Single Car,Cen,Gas,2022-03-10,2022-03-29,ROYAL LEPAG
1226,W5462730,Sld,80,Princess y,Brampton,Brampton E,1388888,1655000,Detached,2-Storey,4,1,4,Y,1,Single Car,Cen,Gas,2022-01-02,2022-01-09,HOUSESIGMA
1227,W5499359,Sld,38,Legacy,Brampton,Fletcher's Creek,1389000,1515000,Detached,2-Storey,4,2,4,Y,1,Single Car,Cen,Gas,2022-02-11,2022-02-14,REMAX SUPER
1228,W5464044,Sld,5,Lesabre,Brampton,Brampton E,1399000,1530000,Detached,2-Storey,4,2,4,Y,1,Single Car,Cen,Gas,2022-01-04,2022-01-08,PUBLIC CHOI
1229,W5475788,Sld,30,Swansea Me,Brampton,Northwest,1399000,1655000,Detached,2-Storey,4,2,4,Y,1,Single Car,Cen,Gas,2022-01-19,2022-01-23,CENTURY 21
1230,W5476410,Sld,63,Village La,Brampton,Bramalea N,1399000,1650000,Detached,2-Storey,4,2,4,Y,1,Single Car,Cen,Gas,2022-01-20,2022-01-21,RE/MAX
1231,W5484368,Sld,49,Callandar,Brampton,Northwest,1399000,1700000,Detached,2-Storey,4,1,5,N,1,Single Car,Cen,Gas,2022-01-28,2022-01-29,MODERN SOLU
1232,W5486694,Sld,20,Rockford R,Brampton,Fletcher's Creek,1399000,1430000,Detached,2-Storey,3,1,4,Y,1,Single Car,Cen,Gas,2022-02-01,2022-02-13,HOMELIFE/MI
1233,W5497606,Sld,64,Circus,Brampton,Northwest,1399000,1720000,Detached,2-Storey,3,1,4,N,1,Single Car,Cen,Gas,2022-02-10,2022-02-10,MODERN SOLU
1234,W5501128,Sld,31,Ringway,Brampton,Northwest,1399000,1550000,Detached,2-Storey,4,1,4,N,1,Single Car,Cen,Gas,2022-02-14,2022-03-01,INDEX REALT
1235,W5504937,Sld,6,Humbolt,Brampton,Fletcher's Creek,1399000,1635000,Detached,2-Storey,4,1,4,N,1,Single Car,Cen,Gas,2022-02-17,2022-02-21,RE/MAX REAL
1236,W5511264,Sld,72,Orchid,Brampton,Northwest,1399000,1672000,Detached,2-Storey,5,2,4,Y,1,Single Car,Cen,Gas,2022-02-23,2022-03-01,HOMELIFE/MI
1237,W5512979,Sld,16,Rainforest,Brampton,Sandringham,1399000,1680000,Detached,2-Storey,4,1,6,N,2,Single Car,Cen,Gas,2022-02-24,2022-02-28,BLIMP HOMES
1238,W5522209,Sld,57,Mount Mcki,Brampton,Sandringham,1399000,1630000,Detached,2-Storey,4,2,4,Y,1,Single Car,Cen,Gas,2022-03-03,2022-03-06,ROYAL STAR
1239,W5545018,Sld,64,Thornbush,Brampton,Northwest,1399000,1460000,Detached,2-Storey,4,0,3,Y,1,Single Car,Cen,Gas,2022-03-21,2022-03-25,RE/MAX REAL
1240,W5498875,Sld,107,Cookview,Brampton,Sandringham,1399800,1615000,Detached,2-Storey,4,4,4,Y,1,Single Car,Cen,Gas,2022-02-11,2022-02-20,RE/MAX REAL
1241,W5512044,Sld,37,Cookview,Brampton,Sandringham,1399800,1750000,Detached,2-Storey,4,0,5,Y,1,Single Car,Cen,Gas,2022-02-24,2022-02-27,HOMELIFE LA
1242,W5467433,Sld,20,Denali,Brampton,Brampton E,1399900,1781000,Detached,2-Storey,5,1,5,Y,1,Single Car,Cen,Gas,2022-01-08,2022-01-10,RE/MAX REAL
1243,W5472262,Sld,1,Abbotsbury,Brampton,Credit Valley,1399900,1637000,Detached,2-Storey,4,1,4,Y,1,Single Car,Cen,Gas,2022-01-14,2022-01-18,ROYAL LEPAG
1244,W5493044,Sld,33,Buick,Brampton,Fletcher's Creek,1399900,1665000,Detached,2-Storey,4,0,3,Y,1,Single Car,Cen,Gas,2022-02-07,2022-02-12,RE/MAX REAL
1245,W5493359,Sld,45,Delphinium,Brampton,Northwest,1399900,1700000,Detached,2-Storey,4,1,4,Y,1,Single Car,Cen,Gas,2022-02-07,2022-02-10,VANGUARD RE
1246,W5498342,Sld,106,Iceland Po,Brampton,Northwest,1399900,1600000,Detached,2-Storey,4,2,4,Y,1,Single Car,Cen,Gas,2022-02-11,2022-02-13,RE/MAX REAL
1247,W5498422,Sld,19,Dovergreen,Brampton,Fletcher's Creek,1399900,1570000,Detached,Bungalow,3,1,3,Y,1,Single Car,Cen,Gas,2022-02-11,2022-02-15,RE/MAX REAL
1248,W5509382,Sld,58,Vanderbrin,Brampton,Sandringham,1399900,1500000,Detached,2-Storey,3,0,3,Y,1,Single Car,Cen,Gas,2022-02-22,2022-03-01,HOMELIFE/MI
1249,W5510361,Sld,15,Goreridge,Brampton,Brampton E,1399900,1650000,Detached,2-Storey,4,3,4,Y,1,Single Car,Cen,Gas,2022-02-23,2022-03-02,SAM MCDADI
1250,W5471026,Sld,5,Narcissus,Brampton,Northwest,1275000,1505000,Detached,2-Storey,3,1,4,Y,1,Single Car,Cen,Gas,2022-01-12,2022-01-16,CENTURY 21
1251,W5473201,Sld,18,Penn,Brampton,Fletcher's Creek,1279800,1451000,Detached,2-Storey,3,1,4,Y,1,Single Car,Cen,Gas,2022-01-15,2022-01-18,RE/MAX REAL
1252,W5500894,Sld,27,Wallaby,Brampton,Sandringham,1290000,1405000,Detached,2-Storey,3,1,4,Y,1,Single Car,Cen,Gas,2022-02-14,2022-02-18,RE/MAX PRIM
